min_t	max_t	latest_value	n	category	sub_category	unit	scale
2008	2020	3,787	13	Banking Sector-All Banks	Banking Sector- Total Number of Other Banking Outlets	Unit	Unit
1998	2020	1,586,767	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Borrowings	Rs	Millions
1998	2020	94	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Borrowings - Market Share	Ratio	%
1998	2020	1,175,553	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Capital Base	Rs	Millions
1998	2020	1,150,382	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Capital Funds	Rs	Millions
1998	2020	3,228,227	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Contingencies	Rs	Millions
1998	2020	927,827	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Core Capital (Tier 1 Capital)	Rs	Millions
1998	2020	13.10	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Core Capital Ratio (Tier I Capital)	Ratio	%
1998	2020	86.50	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Credit to Total Deposits	Ratio	%
1998	2020	693,696	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Demand Deposits	Rs	Millions
1998	2020	9,587,312	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Deposits	Rs	Millions
1998	2020	86	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Deposits - Market Share	Ratio	%
1998	2020	51.80	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Efficiency (Operating Cost) Ratio	Ratio	%
1998	2020	31,102	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Foreign Exchange Income (net)	Rs	Millions
1998	2020	8,289,516	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Gross Loans and Advances	Rs	Millions
1998	2020	91	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Gross Loans and Advances - Market Share	Ratio	%
1998	2020	392,849	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Gross Non-performing Advances	Rs	Millions
1998	2020	615,805	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Interest Expenses	Rs	Millions
1998	2020	984,242	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Interest Income	Rs	Millions
1998	2020	3,382,534	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Investments	Rs	Millions
1998	2020	368,437	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Net Interest Income	Rs	Millions
1998	2020	3.10	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Net Interest Income (NII) to Average Assets (Net Interest Margin)	Ratio	%
1998	2020	8,035,354	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Net Loans and Advances	Rs	Millions
1998	2020	178,158	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Net Non-performing Advances	Rs	Millions
1998	2020	15.50	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Net Non-performing Advances (NPLs) to Capital Ratio	Ratio	%
1998	2020	2.20	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Net Non-performing Loans to Total Loans and Advances (Net Non-performing Advances (NPLs) Ratio)	Ratio	%
1998	2020	135,059	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Non-interest Income	Rs	Millions
1998	2020	4.70	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Non-performing Loans to Total Loans and Advances (Gross Non-performing Advances (NPLs) Ratio)	Ratio	%
2008	2020	12	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Banks AMPARA	Unit	Unit
2008	2020	11	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Banks ANURADHAPURA	Unit	Unit
2008	2020	12	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Banks BADULLA	Unit	Unit
2008	2020	13	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Banks BATTICOLOA	Unit	Unit
2008	2020	24	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Banks COLOMBO	Unit	Unit
2008	2020	17	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Banks GALLE	Unit	Unit
2008	2020	14	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Banks GAMPAHA	Unit	Unit
2008	2020	11	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Banks HAMBANTOTA	Unit	Unit
2008	2020	14	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Banks JAFFNA	Unit	Unit
2008	2020	12	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Banks KALUTARA	Unit	Unit
2008	2020	16	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Banks KANDY	Unit	Unit
2008	2020	12	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Banks KEGALLE	Unit	Unit
2008	2020	8	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Banks KILINOCHCHI	Unit	Unit
2008	2020	13	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Banks KURUNEGALA	Unit	Unit
2008	2020	7	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Banks MANNER	Unit	Unit
2008	2020	12	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Banks MATALE	Unit	Unit
2008	2020	12	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Banks MATARA	Unit	Unit
2008	2020	12	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Banks MONARAGALA	Unit	Unit
2008	2020	6	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Banks MULATIVU	Unit	Unit
2008	2020	11	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Banks NUWARA ELIYA	Unit	Unit
2008	2020	12	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Banks POLONNARUWA	Unit	Unit
2008	2020	13	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Banks PUTTALAM	Unit	Unit
2008	2020	13	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Banks RATNAPURA	Unit	Unit
2008	2020	12	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Banks TRINCOMALEE	Unit	Unit
2008	2020	12	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Banks VAVUNIYA	Unit	Unit
2008	2020	100	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Branches AMPARA	Unit	Unit
2008	2020	109	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Branches ANURADHAPURA	Unit	Unit
2008	2020	97	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Branches BADULLA	Unit	Unit
2008	2020	75	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Branches BATTICOLOA	Unit	Unit
2008	2020	647	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Branches COLOMBO	Unit	Unit
2008	2020	131	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Branches GALLE	Unit	Unit
2008	2020	280	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Branches GAMPAHA	Unit	Unit
2008	2020	81	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Branches HAMBANTOTA	Unit	Unit
2008	2020	128	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Branches JAFFNA	Unit	Unit
2008	2020	126	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Branches KALUTARA	Unit	Unit
2008	2020	190	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Branches KANDY	Unit	Unit
2008	2020	90	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Branches KEGALLE	Unit	Unit
2008	2020	19	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Branches KILINOCHCHI	Unit	Unit
2008	2020	163	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Branches KURUNEGALA	Unit	Unit
2008	2020	19	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Branches MANNER	Unit	Unit
2008	2020	59	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Branches MATALE	Unit	Unit
2008	2020	104	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Branches MATARA	Unit	Unit
2008	2020	58	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Branches MONARAGALA	Unit	Unit
2008	2020	22	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Branches MULATIVU	Unit	Unit
2008	2020	68	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Branches NUWARA ELIYA	Unit	Unit
2008	2020	55	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Branches POLONNARUWA	Unit	Unit
2008	2020	102	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Branches PUTTALAM	Unit	Unit
2008	2020	114	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Branches RATNAPURA	Unit	Unit
2008	2020	54	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Branches TRINCOMALEE	Unit	Unit
2008	2020	25	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Branches VAVUNIYA	Unit	Unit
2008	2020	133	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Other Banking Outlets AMPARA	Unit	Unit
2008	2020	243	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Other Banking Outlets ANURADHAPURA	Unit	Unit
2008	2020	163	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Other Banking Outlets BADULLA	Unit	Unit
2008	2020	91	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Other Banking Outlets BATTICOLOA	Unit	Unit
2008	2020	316	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Other Banking Outlets COLOMBO	Unit	Unit
2008	2020	210	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Other Banking Outlets GALLE	Unit	Unit
2008	2020	254	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Other Banking Outlets GAMPAHA	Unit	Unit
2008	2020	120	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Other Banking Outlets HAMBANTOTA	Unit	Unit
2008	2020	346	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Other Banking Outlets JAFFNA	Unit	Unit
2008	2020	92	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Other Banking Outlets KALUTARA	Unit	Unit
2008	2020	241	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Other Banking Outlets KANDY	Unit	Unit
2008	2020	134	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Other Banking Outlets KEGALLE	Unit	Unit
2008	2020	9	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Other Banking Outlets KILINOCHCHI	Unit	Unit
2008	2020	352	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Other Banking Outlets KURUNEGALA	Unit	Unit
2008	2020	19	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Other Banking Outlets MANNER	Unit	Unit
2008	2020	94	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Other Banking Outlets MATALE	Unit	Unit
2008	2020	111	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Other Banking Outlets MATARA	Unit	Unit
2008	2020	119	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Other Banking Outlets MONARAGALA	Unit	Unit
2008	2020	21	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Other Banking Outlets MULATIVU	Unit	Unit
2008	2020	99	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Other Banking Outlets NUWARA ELIYA	Unit	Unit
2008	2020	133	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Other Banking Outlets POLONNARUWA	Unit	Unit
2008	2020	108	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Other Banking Outlets PUTTALAM	Unit	Unit
2008	2020	197	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Other Banking Outlets RATNAPURA	Unit	Unit
2008	2020	111	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Other Banking Outlets TRINCOMALEE	Unit	Unit
2008	2020	71	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Number of Other Banking Outlets VAVUNIYA	Unit	Unit
1998	2020	220,745	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Operating Expenses (Non interest Expenses)	Rs	Millions
1998	2020	258,602	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Other Deposits	Rs	Millions
1998	2020	119,937	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Profit After Tax	Rs	Millions
1998	2020	166,063	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Profit Before Tax	Rs	Millions
1998	2020	79,426	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Provision for Bad and Doubtful Debts and Loan Write-offs (net)	Rs	Millions
1998	2020	1.00	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Return on Assets (ROA) – After tax	Ratio	%
1998	2020	1.40	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Return on Assets (ROA)– Before tax	Ratio	%
1998	2020	10.90	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Return on Equity (ROE) – After tax	Ratio	%
1998	2020	7,058,635	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Risk Weighted Assets	Rs	Millions
1998	2020	2,788,808	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Savings Deposits	Rs	Millions
1998	2020	54.60	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Specific Provision Coverage Ratio	Ratio	%
1998	2020	214,690	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Specific Provision for Bad and Doubtful Advances	Rs	Millions
1998	2020	99,837	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Staff Cost	Rs	Millions
1998	2020	45.20	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Staff Cost to Operating Expenses	Ratio	%
1998	2020	33.80	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Statutory Liquid Asset Ratio (SLAR) – Domestic Banking Unit (DBU)	Ratio	%
1998	2020	5,846,205	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Time Deposits	Rs	Millions
1998	2020	12,828,819	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Total Assets	Rs	Millions
1998	2020	87.50	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Total Assets - Market Share	Ratio	%
1998	2020	16.70	23	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Total Capital Adequacy Ratio (CAR)	Ratio	%
2008	2020	5,744	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Total Number of ATMs	Unit	Unit
2008	2020	24	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Total Number of Banks	Unit	Unit
2008	2020	2,916	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Total Number of Branches	Unit	Unit
2008	2020	3,787	13	Banking Sector-Licensed Commercial Banks	Licensed Commercial Banks- Total Number of Other Banking Outlets	Unit	Unit
1998	2020	105,454	23	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Borrowings	Rs	Millions
1998	2020	6	23	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Borrowings - Market Share	Ratio	%
1998	2020	89,825	23	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Capital Base	Rs	Millions
1998	2020	103,782	23	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Capital Funds	Rs	Millions
1998	2020	2,603	23	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Contingencies	Rs	Millions
1998	2020	71,929	23	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Core Capital (Tier 1 Capital)	Rs	Millions
1998	2020	11.80	23	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Core Capital Ratio (Tier I Capital)	Ratio	%
1998	2020	51.60	23	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Credit to Total Deposits	Ratio	%
1998	2020	0	23	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Demand Deposits	Rs	Millions
1998	2020	1,553,621	23	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Deposits	Rs	Millions
1998	2020	14	23	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Deposits - Market Share	Ratio	%
1998	2020	52.00	23	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Efficiency (Operating Cost) Ratio	Ratio	%
1998	2020	391	23	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Foreign Exchange Income (net)	Rs	Millions
1998	2020	802,141	23	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Gross Loans and Advances	Rs	Millions
1998	2020	8.80	23	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Gross Loans and Advances - Market Share	Ratio	%
1998	2020	55,213	23	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Gross Non-performing Advances	Rs	Millions
1998	2020	117,318	23	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Interest Expenses	Rs	Millions
1998	2020	174,945	23	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Interest Income	Rs	Millions
1998	2020	845,182	23	Banking Sector-Licensed Specialised Banks	Licensed Specialised Banks- Investments	Rs	Millions
